,Date,High,Low,Close
14168,17/02/1981,944.28,930.38,939.68
14169,18/02/1981,950.34,935.15,947.1
14170,19/02/1981,952.05,930.29,933.36
14171,20/02/1981,942.41,926.11,936.09
14172,23/02/1981,952.22,930.64,945.23
14173,24/02/1981,955.63,938.77,946.1
14174,25/02/1981,958.51,932.22,954.4
14175,26/02/1981,972.22,953.0,966.81
14176,27/02/1981,980.87,960.6,974.58
14177,02/03/1981,983.75,964.36,977.99
14178,03/03/1981,982.01,961.65,966.02
14179,04/03/1981,980.7,959.47,971.44
14180,05/03/1981,977.11,961.39,964.62
14181,06/03/1981,972.13,955.71,964.62
14182,09/03/1981,981.22,962.79,976.42
14183,10/03/1981,987.6,968.47,972.66
14184,11/03/1981,978.3,959.11,967.67
14185,12/03/1981,991.35,966.05,989.82
14186,13/03/1981,1002.7,981.09,985.77
14187,16/03/1981,1005.4,979.38,1002.79
14188,17/03/1981,1011.08,986.22,992.53
14189,18/03/1981,1003.33,984.15,994.06
14190,19/03/1981,1001.71,981.18,986.58
14191,20/03/1981,1002.07,981.27,992.8
14192,23/03/1981,1008.92,988.56,1004.23
14193,24/03/1981,1015.58,992.35,996.13
14194,25/03/1981,1016.48,992.71,1015.22
14195,26/03/1981,1021.79,1000.81,1005.76
14196,27/03/1981,1008.29,990.0,994.78
14197,30/03/1981,1005.04,987.21,992.16
14198,31/03/1981,1011.44,996.58,1003.87
14199,01/04/1981,1020.62,1002.16,1014.14
14200,02/04/1981,1020.62,1002.07,1009.01
14201,03/04/1981,1017.02,1000.72,1007.11
14202,06/04/1981,1004.59,986.67,994.24
14203,07/04/1981,1004.41,987.03,992.89
14204,08/04/1981,1000.45,987.84,993.43
14205,09/04/1981,1004.5,984.87,998.83
14206,10/04/1981,1009.01,990.63,1000.27
14207,13/04/1981,1003.51,987.66,993.16
14208,14/04/1981,998.56,981.81,989.1
14209,15/04/1981,1004.41,987.03,1001.71
14210,16/04/1981,1012.79,995.23,1005.58
14211,20/04/1981,1020.71,995.14,1015.94
14212,21/04/1981,1020.98,1001.44,1005.94
14213,22/04/1981,1013.96,996.13,1007.02
14214,23/04/1981,1022.33,1001.89,1010.27
14215,24/04/1981,1024.68,1004.32,1020.35
14216,27/04/1981,1030.98,1013.87,1024.05
14217,28/04/1981,1029.63,1009.37,1016.93
14218,29/04/1981,1018.37,996.58,1004.32
14219,30/04/1981,1010.9,991.89,997.75
14220,01/05/1981,1005.22,987.12,995.59
14221,04/05/1981,985.41,971.9,979.11
14222,05/05/1981,979.38,964.52,972.44
14223,06/05/1981,983.16,969.47,973.34
14224,07/05/1981,981.99,969.29,978.39
14225,08/05/1981,983.88,972.71,976.4
14226,11/05/1981,979.47,959.83,963.44
14227,12/05/1981,973.7,956.68,970.82
14228,13/05/1981,978.12,961.82,967.76
14229,14/05/1981,979.02,963.08,973.07
14230,15/05/1981,990.09,971.72,985.95
14231,18/05/1981,994.42,978.84,985.77
14232,19/05/1981,988.29,972.26,980.01
14233,20/05/1981,984.87,971.36,976.86
14234,21/05/1981,984.06,969.11,976.59
14235,22/05/1981,982.62,966.59,971.72
14236,26/05/1981,987.2,965.69,983.96
14237,27/05/1981,998.7,978.76,993.14
14238,28/05/1981,1002.97,982.66,994.25
14239,29/05/1981,1003.15,985.44,991.75
14240,01/06/1981,1010.48,988.97,997.96
14241,02/06/1981,1003.15,984.7,987.48
14242,03/06/1981,993.14,976.82,989.71
14243,04/06/1981,996.66,980.25,986.74
14244,05/06/1981,999.44,981.18,993.79
14245,08/06/1981,1003.52,990.54,995.64
14246,09/06/1981,1004.45,987.76,994.44
14247,10/06/1981,1003.71,985.91,993.88
14248,11/06/1981,1010.57,989.89,1007.42
14249,12/06/1981,1017.22,996.77,1006.28
14250,15/06/1981,1023.02,1006.85,1011.99
14251,16/06/1981,1017.5,997.91,1003.33
14252,17/06/1981,1010.84,992.01,1006.56
14253,18/06/1981,1011.8,990.96,995.15
14254,19/06/1981,1002.85,988.77,996.19
14255,22/06/1981,1004.19,988.96,994.2
14256,23/06/1981,1008.94,990.01,1006.66
14257,24/06/1981,1008.09,993.15,999.33
14258,25/06/1981,1007.99,992.58,996.77
14259,26/06/1981,1001.81,988.49,992.87
14260,29/06/1981,996.39,981.16,984.59
14261,30/06/1981,988.01,972.7,976.88
14262,01/07/1981,978.98,963.28,967.66
14263,02/07/1981,972.7,954.72,959.19
14264,06/07/1981,957.95,941.97,949.3
14265,07/07/1981,962.9,943.49,954.15
14266,08/07/1981,961.28,944.06,953.48
14267,09/07/1981,963.18,950.06,959.0
14268,10/07/1981,963.38,950.15,955.67
14269,13/07/1981,962.42,949.87,954.34
14270,14/07/1981,956.53,941.5,948.25
14271,15/07/1981,960.33,945.49,954.15
14272,16/07/1981,960.52,947.11,955.48
14273,17/07/1981,964.8,949.3,958.9
14274,20/07/1981,954.81,937.02,949.54
14275,21/07/1981,944.35,927.23,934.46
14276,22/07/1981,942.07,922.34,924.66
14277,23/07/1981,932.84,918.66,928.56
14278,24/07/1981,941.78,926.94,936.74
14279,27/07/1981,950.82,937.12,945.87
14280,28/07/1981,948.15,934.65,939.4
14281,29/07/1981,947.3,933.5,937.4
14282,30/07/1981,948.25,934.36,945.11
14283,31/07/1981,956.72,943.4,952.34
14284,03/08/1981,955.48,940.45,946.25
14285,04/08/1981,951.39,937.4,945.97
14286,05/08/1981,958.81,942.16,953.58
14287,06/08/1981,961.47,947.3,952.91
14288,07/08/1981,954.15,938.45,942.54
14289,10/08/1981,948.82,935.88,943.68
14290,11/08/1981,955.48,939.5,949.3
14291,12/08/1981,955.86,942.26,945.21
14292,13/08/1981,952.91,938.55,944.35
14293,14/08/1981,947.77,933.79,936.93
14294,17/08/1981,939.4,924.37,926.75
14295,18/08/1981,932.74,916.38,924.37
14296,19/08/1981,932.08,918.38,926.46
14297,20/08/1981,935.31,923.52,928.37
14298,21/08/1981,930.65,917.04,920.57
14299,24/08/1981,917.43,896.97,900.11
14300,25/08/1981,904.3,887.46,901.83
14301,26/08/1981,908.39,893.65,899.26
14302,27/08/1981,900.49,883.66,889.08
14303,28/08/1981,898.78,884.8,892.22
14304,31/08/1981,900.88,879.09,881.47
14305,01/09/1981,889.36,873.1,882.71
14306,02/09/1981,892.41,879.38,884.23
14307,03/09/1981,888.7,865.11,867.01
14308,04/09/1981,869.96,856.16,861.68
14309,08/09/1981,863.39,843.13,851.12
14310,09/09/1981,861.3,844.94,853.88
14311,10/09/1981,868.82,853.12,862.44
14312,11/09/1981,875.48,857.21,872.81
14313,14/09/1981,876.24,860.06,866.15
14314,15/09/1981,872.53,856.74,858.35
14315,16/09/1981,858.45,845.99,851.6
14316,17/09/1981,858.26,837.33,840.09
14317,18/09/1981,845.51,829.43,836.19
14318,21/09/1981,851.69,829.43,846.56
14319,22/09/1981,855.4,838.18,845.7
14320,23/09/1981,847.51,827.25,840.94
14321,24/09/1981,850.65,832.0,835.14
14322,25/09/1981,834.47,815.35,824.01
14323,28/09/1981,844.65,807.46,842.56
14324,29/09/1981,858.83,837.8,847.89
14325,30/09/1981,854.36,839.61,849.98
14326,01/10/1981,855.88,840.47,852.26
14327,02/10/1981,866.34,848.65,860.73
14328,05/10/1981,873.95,854.83,859.87
14329,06/10/1981,870.81,848.74,856.26
14330,07/10/1981,871.58,853.98,868.72
14331,08/10/1981,881.66,862.63,878.14
14332,09/10/1981,885.84,866.34,873.0
14333,12/10/1981,877.76,862.25,869.48
14334,13/10/1981,876.05,859.59,865.58
14335,14/10/1981,866.53,848.46,850.65
14336,15/10/1981,861.49,845.61,856.26
14337,16/10/1981,860.73,846.37,851.69
14338,19/10/1981,853.88,840.09,847.13
14339,20/10/1981,860.06,844.75,851.88
14340,21/10/1981,861.97,846.46,851.03
14341,22/10/1981,854.07,840.85,848.27
14342,23/10/1981,847.6,833.14,837.99
14343,26/10/1981,837.99,823.63,830.96
14344,27/10/1981,846.94,828.01,838.38
14345,28/10/1981,847.89,832.29,837.61
14346,29/10/1981,842.47,826.58,832.95
14347,30/10/1981,854.83,826.96,852.55
14348,02/11/1981,872.53,855.97,866.82
14349,03/11/1981,873.19,859.87,868.72
14350,04/11/1981,876.05,859.3,866.82
14351,05/11/1981,874.14,856.93,859.11
14352,06/11/1981,861.21,847.89,852.45
14353,09/11/1981,861.49,844.65,855.21
14354,10/11/1981,865.58,849.12,853.98
14355,11/11/1981,860.83,849.03,857.12
14356,12/11/1981,869.01,854.07,860.54
14357,13/11/1981,865.2,851.79,855.88
14358,16/11/1981,853.79,839.04,845.03
14359,17/11/1981,853.5,841.23,850.17
14360,18/11/1981,854.26,839.99,844.08
14361,19/11/1981,850.08,834.57,844.75
14362,20/11/1981,858.16,841.8,852.93
14363,23/11/1981,860.92,848.17,851.79
14364,24/11/1981,873.29,850.17,870.24
14365,25/11/1981,884.99,870.72,878.14
14366,27/11/1981,890.89,875.76,885.94
14367,30/11/1981,892.79,878.14,888.98
14368,01/12/1981,896.12,881.37,890.22
14369,02/12/1981,892.41,879.28,882.61
14370,03/12/1981,888.32,875.86,883.85
14371,04/12/1981,898.5,885.75,892.69
14372,07/12/1981,897.17,883.37,886.99
14373,08/12/1981,889.36,875.29,881.75
14374,09/12/1981,891.46,879.19,888.22
14375,10/12/1981,897.74,885.18,892.03
14376,11/12/1981,897.45,883.37,886.51
14377,14/12/1981,882.52,868.72,871.48
14378,15/12/1981,880.33,867.77,875.95
14379,16/12/1981,878.42,865.11,868.72
14380,17/12/1981,874.71,862.86,870.53
14381,18/12/1981,880.71,867.39,875.76
14382,21/12/1981,879.57,868.63,873.1
14383,22/12/1981,878.81,867.77,871.96
14384,23/12/1981,877.28,865.39,869.67
14385,24/12/1981,876.14,866.15,873.38
14386,28/12/1981,878.04,867.77,870.34
14387,29/12/1981,875.67,864.44,868.25
14388,30/12/1981,879.76,865.96,873.1
14389,31/12/1981,880.33,868.91,875.0
14390,04/01/1982,887.37,871.86,882.52
14391,05/01/1982,882.61,862.82,865.3
14392,06/01/1982,868.72,853.41,861.02
14393,07/01/1982,865.39,851.22,861.78
14394,08/01/1982,872.15,858.92,866.53
14395,11/01/1982,872.43,848.55,850.46
14396,12/01/1982,856.07,842.66,847.7
14397,13/01/1982,855.31,835.14,838.95
14398,14/01/1982,848.36,834.09,842.28
14399,15/01/1982,852.64,840.37,847.6
14400,18/01/1982,857.78,838.47,855.12
14401,19/01/1982,861.97,845.22,847.41
14402,20/01/1982,853.5,838.95,845.89
14403,21/01/1982,856.64,842.85,848.27
14404,22/01/1982,853.31,839.8,845.03
14405,25/01/1982,846.75,832.57,842.75
14406,26/01/1982,849.79,836.76,841.51
14407,27/01/1982,848.08,832.67,842.66
14408,28/01/1982,867.2,845.32,864.25
14409,29/01/1982,876.71,859.78,871.1
14410,01/02/1982,866.34,848.08,851.69
14411,02/02/1982,860.83,846.46,852.55
14412,03/02/1982,858.26,841.89,845.03
14413,04/02/1982,852.74,835.71,847.03
14414,05/02/1982,858.26,842.94,851.03
14415,08/02/1982,849.7,830.86,833.43
14416,09/02/1982,838.47,824.11,830.57
14417,10/02/1982,842.09,829.34,836.66
14418,11/02/1982,841.42,827.25,834.67
14419,12/02/1982,841.32,829.24,833.81
14420,16/02/1982,834.67,817.26,831.34
14421,17/02/1982,836.95,822.68,827.63
14422,18/02/1982,836.95,824.01,828.96
14423,19/02/1982,833.33,818.59,824.3
14424,22/02/1982,835.81,809.55,811.26
14425,23/02/1982,817.73,802.23,812.98
14426,24/02/1982,829.72,806.51,826.77
14427,25/02/1982,837.42,820.78,825.82
14428,26/02/1982,831.24,817.83,824.39
14429,01/03/1982,834.28,818.21,828.39
14430,02/03/1982,840.66,821.54,825.82
14431,03/03/1982,826.01,808.69,815.16
14432,04/03/1982,819.82,800.7,807.55
14433,05/03/1982,814.97,799.28,807.36
14434,08/03/1982,819.82,794.52,795.47
14435,09/03/1982,810.79,786.15,803.84
14436,10/03/1982,815.26,797.85,804.89
14437,11/03/1982,814.88,800.51,805.56
14438,12/03/1982,806.32,792.05,797.37
14439,15/03/1982,805.18,789.38,800.99
14440,16/03/1982,808.41,795.57,798.33
14441,17/03/1982,802.7,791.29,795.85
14442,18/03/1982,808.41,795.0,805.27
14443,19/03/1982,811.64,799.75,805.65
14444,22/03/1982,824.01,804.79,819.54
14445,23/03/1982,830.67,817.54,826.67
14446,24/03/1982,831.81,819.92,823.34
14447,25/03/1982,833.71,818.59,827.63
14448,26/03/1982,827.44,814.12,817.92
14449,29/03/1982,826.77,813.17,823.82
14450,30/03/1982,829.72,816.97,824.49
14451,31/03/1982,830.57,818.4,822.77
14452,01/04/1982,836.66,820.49,833.24
14453,02/04/1982,843.23,831.53,838.57
14454,05/04/1982,843.89,830.96,835.33
14455,06/04/1982,842.85,827.91,839.33
14456,07/04/1982,845.03,832.48,836.85
14457,08/04/1982,847.51,833.33,842.94
14458,12/04/1982,847.32,836.38,841.32
14459,13/04/1982,847.89,836.19,841.04
14460,14/04/1982,844.46,831.91,838.09
14461,15/04/1982,842.85,832.38,839.61
14462,16/04/1982,848.36,836.85,843.42
14463,19/04/1982,854.26,838.66,846.08
14464,20/04/1982,848.93,836.38,840.56
14465,21/04/1982,847.7,835.81,843.42
14466,22/04/1982,857.02,843.7,853.12
14467,23/04/1982,865.39,851.79,862.16
14468,26/04/1982,871.19,856.45,865.58
14469,27/04/1982,868.34,853.5,857.5
14470,28/04/1982,861.49,845.99,852.64
14471,29/04/1982,852.93,840.09,844.94
14472,30/04/1982,852.55,841.7,848.36
14473,03/05/1982,852.74,837.52,849.03
14474,04/05/1982,860.16,848.17,854.45
14475,05/05/1982,861.97,848.74,854.45
14476,06/05/1982,867.96,856.35,863.2
14477,07/05/1982,876.52,859.78,869.2
14478,10/05/1982,870.24,857.97,860.92
14479,11/05/1982,870.62,857.31,865.87
14480,12/05/1982,874.52,858.92,865.77
14481,13/05/1982,869.86,855.88,859.11
14482,14/05/1982,864.54,853.88,857.78
14483,17/05/1982,857.21,842.94,845.32
14484,18/05/1982,848.08,836.66,840.85
14485,19/05/1982,845.41,832.57,835.9
14486,20/05/1982,839.71,827.62,832.48
14487,21/05/1982,841.23,829.24,835.9
14488,24/05/1982,840.09,830.1,836.38
14489,25/05/1982,845.32,832.38,834.57
14490,26/05/1982,836.85,824.2,828.77
14491,27/05/1982,832.19,821.06,824.96
14492,28/05/1982,828.86,815.54,819.54
14493,01/06/1982,822.96,811.93,814.97
14494,02/06/1982,822.39,810.88,816.88
14495,03/06/1982,824.3,810.79,816.5
14496,04/06/1982,818.87,802.42,804.98
14497,07/06/1982,809.93,797.09,804.03
14498,08/06/1982,809.84,799.28,802.23
14499,09/06/1982,804.03,789.76,795.57
14500,10/06/1982,803.37,790.53,798.71
14501,11/06/1982,815.92,803.37,809.74
14502,14/06/1982,810.22,798.61,801.85
14503,15/06/1982,805.18,793.38,801.27
14504,16/06/1982,809.17,793.85,796.9
14505,17/06/1982,797.56,787.01,791.48
14506,18/06/1982,793.57,784.53,788.62
14507,21/06/1982,797.85,784.25,789.95
14508,22/06/1982,801.46,787.67,799.66
14509,23/06/1982,815.35,795.76,813.17
14510,24/06/1982,821.63,805.56,810.41
14511,25/06/1982,812.12,800.61,803.08
14512,28/06/1982,816.69,800.51,811.93
14513,29/06/1982,818.4,805.18,812.21
14514,30/06/1982,821.63,807.84,811.93
14515,01/07/1982,814.88,800.04,803.27
14516,02/07/1982,803.18,792.52,796.99
14517,06/07/1982,802.89,789.19,798.9
14518,07/07/1982,804.7,793.19,799.66
14519,08/07/1982,807.17,787.39,804.98
14520,09/07/1982,818.59,803.37,814.12
14521,12/07/1982,830.1,814.69,824.87
14522,13/07/1982,832.95,816.97,824.2
14523,14/07/1982,831.62,815.26,828.39
14524,15/07/1982,836.57,821.25,827.34
14525,16/07/1982,837.33,819.92,828.67
14526,19/07/1982,836.66,822.68,826.1
14527,20/07/1982,837.71,820.02,833.43
14528,21/07/1982,843.8,828.2,832.19
14529,22/07/1982,839.71,823.71,832.0
14530,23/07/1982,838.47,824.68,830.57
14531,26/07/1982,833.24,820.59,825.44
14532,27/07/1982,831.05,818.02,822.77
14533,28/07/1982,823.44,807.65,811.83
14534,29/07/1982,817.54,801.46,812.21
14535,30/07/1982,817.64,806.13,808.6
14536,02/08/1982,824.11,807.84,822.11
14537,03/08/1982,831.43,815.26,816.4
14538,04/08/1982,815.35,800.89,803.46
14539,05/08/1982,804.41,789.76,795.85
14540,06/08/1982,798.99,781.77,784.34
14541,09/08/1982,784.34,769.98,780.35
14542,10/08/1982,789.1,775.68,779.3
14543,11/08/1982,783.96,772.17,777.21
14544,12/08/1982,786.15,773.59,776.92
14545,13/08/1982,790.62,774.54,788.05
14546,16/08/1982,803.84,788.53,792.43
14547,17/08/1982,832.76,796.14,831.24
14548,18/08/1982,858.54,826.1,829.43
14549,19/08/1982,848.93,824.49,838.57
14550,20/08/1982,871.19,840.85,869.29
14551,23/08/1982,894.22,861.68,891.17
14552,24/08/1982,893.36,869.01,874.9
14553,25/08/1982,893.46,867.87,884.89
14554,26/08/1982,908.96,882.61,892.41
14555,27/08/1982,893.84,874.14,883.47
14556,30/08/1982,895.42,872.42,893.3
14557,31/08/1982,910.96,887.97,901.31
14558,01/09/1982,911.33,890.91,895.05
14559,02/09/1982,913.17,888.7,909.4
14560,03/09/1982,940.49,913.54,925.13
14561,07/09/1982,928.35,906.92,914.28
14562,08/09/1982,927.34,906.82,915.75
14563,09/09/1982,925.31,906.27,912.53
14564,10/09/1982,912.9,897.08,906.82
14565,13/09/1982,921.08,898.36,918.69
14566,14/09/1982,933.13,914.92,923.01
14567,15/09/1982,933.13,915.56,930.46
14568,16/09/1982,938.47,922.46,927.8
14569,17/09/1982,931.29,912.71,916.94
14570,20/09/1982,921.45,904.71,916.3
14571,21/09/1982,937.09,913.91,934.79
14572,22/09/1982,951.16,924.67,927.61
14573,23/09/1982,933.5,915.38,925.77
14574,24/09/1982,926.42,913.45,919.52
14575,27/09/1982,925.04,909.86,920.9
14576,28/09/1982,930.74,916.02,919.33
14577,29/09/1982,920.71,901.12,906.27
14578,30/09/1982,908.2,891.28,896.25
14579,01/10/1982,910.87,892.02,907.74
